phrase,intent,parameters
"Включи что-нибудь спокойное, пассажир спит",play_music,"{""genre"": ""calm""}"
"Поставь плейлист ""Вечерняя жара""",play_music,"{""playlist"": ""Вечерняя жара""}"
Запусти мою музыку,play_music,
"Выключи музыку, тихо",stop_music,
"Переключи на следующий, но потише",next_track,
Перемешай музыку,media_shuffle_set,"{""shuffle"": ""on""}"
Переключи радио,radio_set,
Настрой на волну 101.2,radio_set_station,"{""frequency_mhz"": 101.2}"
Поставь станцию Вечерний двор на радио,radio_set_station,"{""station_name"": ""Вечерний двор""}"
Включи автоматический режим датчика дождя,rain_set,"{""state"": ""on""}"
"Как жарко сегодня вечером, не правда ли?",chitchat,
"Пассажир уснул, не шумим",chitchat,
"Вечер, пыльно и душно во дворе — хочется проветрить, но подожду, пассажир спит",chitchat,
Опусти окно водителя чуть-чуть,window_set,
Приоткрой салонное окно на половину,window_set,"{""percent"": ""50""}"
Наклони люк немного,sunroof_set,
Установи температуру на 22 градуса,ac_set,"{""temperature"": ""22""}"
Сделай прохладу на 18,ac_set,"{""temperature"": ""18""}"
Уменьши скорость вентилятора на две ступени,ac_fan_set,"{""delta"": ""2""}"
Повысь вентилятор,ac_fan_set,
Притормози регулятор вентиляции до максимума,ac_fan_set,"{""fan_level"": ""max""}"
Включи подогрев водительского кресла на три,seat_heater_set,"{""side"": ""driver"", ""level"": ""3""}"
Подогрей заднее сиденье,seat_heater_set,"{""side"": ""rear""}"
Вентиляция кресла на максимум,seat_vent_set,"{""level"": ""max""}"
Подними обогрев заднего стекла,defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
Поставь плейлист 'Драйв' на повтор,play_music,"{""playlist"": ""Драйв""}"
Прекрати музыку сейчас,stop_music,
Убавь громкость наполовину,volume_change,"{""percent"": ""50""}"
Сделай тише на пять,volume_change,"{""delta"": ""5""}"
Настрой FM на 101.7,radio_set_station,"{""frequency"": ""101.7""}"
Поставь станцию 'Ретро FM',radio_set_station,"{""station"": ""Ретро FM""}"
Проложи маршрут до работы,nav_start,"{""destination"": ""work""}"
Наведёшь меня домой?,nav_start,"{""destination"": ""home""}"
Авто-режим для дождя,rain_set,"{""mode"": ""auto""}"
Как погода?,chitchat,
"Спасибо, хорошего дня",chitchat,
Уменьши громкость радио на три,volume_change,"{""delta"": ""3"", ""source"": ""radio""}"
Открой окно слева на половину,window_set,"{""side"": ""left"", ""position"": 50}"
Приоткрой правое переднее окно,window_set,"{""side"": ""front_right"", ""position"": 20}"
Полностью открой шторку люка,sunroof_set,"{""position"": 100}"
"Включи рециркуляцию воздуха, пожалуйста",ac_mode_set,"{""mode"": ""recirculation""}"
Режим климата — авто,ac_mode_set,"{""mode"": ""auto""}"
Добавь скорость вентилятора на два,ac_fan_set,"{""delta"": 2}"
Выключи подогрев водительского сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Подогрей пассажирское сиденье до трёх,seat_heater_set,"{""seat"": ""passenger"", ""level"": 3}"
Охлади заднее левое сиденье,seat_vent_set,"{""seat"": ""rear_left"", ""level"": 2}"
На паузу,media_pause,
Снизь громкость на семь,volume_change,"{""delta"": -7}"
Настрой радио на 92.7 FM,radio_set_station,"{""frequency"": 92.7, ""band"": ""FM""}"
"Построй, пожалуйста, самый быстрый маршрут до офиса с учётом пробок",nav_start,"{""destination"": ""офис""}"
Активируй дальний свет,high_beam_set,"{""state"": ""on""}"
Дворники на интенсивный режим,wipers_set,"{""level"": ""high""}"
Подогрей руль немного,wheel_heater_set,"{""state"": ""on"", ""level"": 2}"
Сделай вентиляцию сиденья на минимум,seat_vent_set,"{""level"": 1}"
"Включи интенсивный обогрев лобового стекла до максимума, на улице холодно",defrost_set,"{""side"": ""front"", ""level"": 5}"
Поставь песню Shape of You,play_music,"{""track"": ""Shape of You""}"
"Следующий, пожалуйста",next_track,
Уменьши громкость вдвое,volume_change,"{""factor"": 0.5}"
Воспроизведи мой плейлист Дорога,play_music,"{""playlist"": ""Дорога""}"
Заглуши аудио,stop_music,
Радио на AM,radio_set,"{""band"": ""AM""}"
Поставь частоту 62.0,radio_set_station,"{""frequency"": 62.0}"
"Я еду домой, проложи маршрут с минимальным временем в пути и без платных дорог",nav_start,"{""destination"": ""домой"", ""avoid_tolls"": true}"
