phrase,intent,parameters
"Пожалуйста, сделай дворники авто",rain_set,"{""mode"": ""auto""}"
Включи свет фарами,headlights_set,"{""state"": ""on""}"
Открой люк на 75 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 75}"
Закрой люк,sunroof_close,
Поставь радио на частоту 102.5,radio_set,"{""frequency"": ""102.5""}"
"Пожалуйста, включи Bluetooth",media_source_set,"{""source"": ""bluetooth""}"
Сделай громче на десять процентов,volume_change,"{""delta"": 10}"
Поставь громкость на 50,volume_set,"{""level"": 50}"
Включи музыку,play_music,
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
"Привет, как дела?",chitchat,
Позвони Ивану,call_start,"{""contact"": ""Иван""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Открой окно водителя на три четверти,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 75}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой пассажирское стекло,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
"Мне жарко, открой все окна, пожалуйста",window_set,"{""action"": ""open"", ""window"": ""all""}"
Закрой стекло у водителя на половину,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 50}"
Включи кондиционер на двадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
"Убери кондиционер, мне прохладно",ac_off,
Включи климат на 24 градуса,ac_set,"{""state"": ""on"", ""temperature"": 24}"
Настрой кондиционер на 30 градусов,ac_set,"{""state"": ""on"", ""temperature"": 30}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Сделай поток воздуха низким,ac_fan_set,"{""level"": 30, ""speed"": ""low""}"
Выключи обогрев сидения у пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 0}"
Включи обогрев сиденья водителя на сто процентов,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Настрой обогрев сиденья у водителя на 50,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Сделай обогрев сидения у пассажира на 80 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 80}"
Включи обогрев сиденья,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентиляцию сидения у водителя на 30,seat_vent_set,"{""seat"": ""driver"", ""level"": 30}"
Поставь вентилятор сидения пассажира на 70 процентов,seat_vent_set,"{""seat"": ""passenger"", ""level"": 70}"
Включи обдув на 40,ac_fan_set,"{""level"": 40, ""speed"": ""medium""}"
Включи стеклоочистители на авто,wipers_set,"{""speed"": ""auto""}"
Включи дворники на низкой скорости,wipers_set,"{""speed"": ""low""}"
Как добраться до Кремля?,nav_start,"{""destination"": ""Кремль""}"
Проведи меня в центр города,nav_start,"{""destination"": ""центр города""}"
Запусти навигацию до Красной площади,nav_start,"{""destination"": ""Красная площадь""}"
Отмени маршрут,nav_cancel,
Позвони мне,call_start,"{""contact"": ""Я""}"
Звони брату,call_start,"{""contact"": ""брат""}"
Ответь на звонок,call_answer,
Завершить вызов,call_hangup,
Включи радио на 92.5,radio_set,"{""frequency"": ""92.5""}"
Настрой частоту на 101.5,radio_set,"{""frequency"": ""101.5""}"
Сделай громче на 10,volume_change,"{""delta"": 10}"
Убавь громкость на 5,volume_change,"{""delta"": -5}"
Поставь громкость на 80,volume_set,"{""level"": 80}"
Убери громкость до нуля,volume_set,"{""level"": 0}"
Включи музыку,play_music,
Останови музыку,stop_music,
Поставь трек следующий,next_track,
Вернись на предыдущий трек,previous_track,
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Что нового?,chitchat,
Открой окно водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Приоткрой стекло у пассажира на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Сделай климат 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи кондиционер на двадцать пять,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Выключи кондиционер,ac_off,
Поставь режим обдува,ac_mode_set,"{""enabled"": true}"
Сделай скорость вентилятора на максимум,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев сиденья пассажира на 50,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Выключи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обдув переднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой люк,sunroof_close,
Открой люк на 75 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 75}"
Сыграй музыку,play_music,
Останови музыку,stop_music,
Переключи на следующую композицию,next_track,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Поставь громкость на 50%,volume_set,"{""level"": 50}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Назад к предыдущему треку,previous_track,
Станция 92.7,radio_set_station,"{""station"": ""92.7""}"
Звони Анне,call_start,"{""contact"": ""Анна""}"
Ответь на звонок,call_answer,
Повесь трубку,call_hangup,
Как добраться до ТЦ?,nav_start,"{""destination"": ""ТЦ""}"
Отмени навигацию,nav_cancel,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на авто,rain_set,"{""mode"": ""auto""}"
Как дела?,chitchat,
